Owner,Schedule,Location,Day of Week,Start,End,Hours,Requests,Requesters
srg154,BUS-ARC-Cons,Busch Campus,Thursday,3:00PM,6:15PM,3.25,11,"rgd51 (1), ajb384 (2), ztm8 (1), srg154 (2), ap1614 (1), jbm200 (5), ma1595 (3), jje77 (2), hp408 (2), eg560 (4), bjg144 (4)"
srg154,BUS-ARC-Cons,Busch Campus,Tuesday,3:00PM,6:15PM,3.25,0,
srp221,BUS-ARC-Cons,Busch Campus,Monday,3:00PM,5:30PM,2.5,4,"srp221 (1), kt427 (3), ktm96 (2), jrb340 (2)"
srp221,BUS-BEST-Cons,Busch Campus,Friday,3:15PM,6:30PM,3.25,22,"cjk171 (1), yf184 (5), ttl39 (1), lo153 (5), srp221 (1), aak219 (2), kt427 (1), rgd51 (1), ktm96 (3), jrb340 (4), ajb384 (4), tjb234 (2), ap1614 (3), jbm200 (5), ajc423 (2), bar151 (1), jp1682 (2), bwr29 (3), dpc121 (1), aab283 (1), an646 (1), uls2 (2)"
sy519,BUS-LSM-Cons,Busch Campus,Tuesday,9:00PM,12:00AM,3,11,"cjk171 (2), ajl271 (1), bmw110 (1), rp928 (2), ap1614 (1), sy519 (1), njh45 (5), ca571 (2), jbm200 (5), dpc121 (3), spp131 (5)"
sy519,BUS-LSM-Cons,Busch Campus,Wednesday,3:00PM,6:15PM,3.25,14,"yl843 (3), ac1109 (5), kt427 (1), rp928 (1), sah285 (3), ktm96 (1), hsr30 (1), brl51 (5), sy519 (3), jbm200 (5), bar151 (5), smt196 (1), bjs300 (3), spp131 (5)"
sy519,BUS-ARC-Cons,Busch Campus,Thursday,10:15PM,2:00AM,3.75,4,"ed422 (1), rp928 (2), jbm200 (1), ava45 (5)"
sy519,BUS-ARC-Cons,Busch Campus,Tuesday,10:15PM,2:00AM,3.75,0,
tjb234,BUS-BEST-Cons,Busch Campus,Tuesday,11:45AM,3:15PM,3.5,11,"esr59 (1), ac1109 (1), nad129 (2), an588 (2), brl51 (3), tjb234 (1), jbm200 (5), ejc190 (2), bwr29 (5), dpc121 (1), bjg144 (1)"
tjb234,BUS-LSM-Cons,Busch Campus,Wednesday,10:00AM,2:00PM,4,13,"yf184 (4), rp928 (2), sr1193 (5), ktm96 (1), aar195 (2), brl51 (4), tjb234 (3), sy519 (3), ca571 (1), jbm200 (5), bar151 (2), ms2651 (1), spp131 (2)"
tjb234,BUS-ARC-Cons,Busch Campus,Friday,11:45AM,3:15PM,3.5,15,"smk333 (3), lo153 (5), vsl22 (1), aar195 (2), ajb384 (4), tjb234 (1), jfm203 (2), jbm200 (5), jwn32 (2), ejc190 (2), gct20 (1), kwl47 (5), jp1682 (1), bwr29 (5), dpc121 (2)"
tjb234,BUS-ARC-Cons,Busch Campus,Wednesday,11:45AM,3:15PM,3.5,0,
ttl39,BUS-BEST-Cons,Busch Campus,Sunday,10:45AM,2:45PM,4,17,"yf184 (5), ttl39 (1), ac1109 (5), aak219 (2), rp928 (2), sr1193 (3), ktm96 (4), ajb384 (5), jbm200 (2), jc2427 (1), jsq8 (5), jje77 (5), aab283 (1), pkc42 (1), ms2651 (2), smt196 (3), uls2 (4)"
ttl39,BUS-BEST-Cons,Busch Campus,Sunday,2:45PM,6:00PM,3.25,20,"cjk171 (3), yf184 (5), ttl39 (1), aak219 (2), rp928 (2), vsl22 (1), sr1193 (1), ktm96 (4), hsr30 (1), jbm200 (1), ajc423 (3), jc2427 (2), jsq8 (1), jwn32 (3), jje77 (5), aab283 (1), pkc42 (1), gak87 (2), smt196 (3), uls2 (4)"
ttl39,BUS-RBHS-Cons,Busch Campus,Thursday,8:15AM,10:45AM,2.5,2,"ttl39 (1), cli14 (1)"
ttl39,BUS-RBHS-Cons,Busch Campus,Friday,10:45AM,1:15PM,2.5,6,"ttl39 (1), ajl271 (1), lo153 (5), aar195 (1), msm322 (1), eg560 (2)"
ttl39,BUS-RBHS-Cons,Busch Campus,Friday,1:15PM,4:30PM,3.25,8,"bk396 (2), ttl39 (1), lo153 (5), aak219 (1), aar195 (2), jbm200 (5), pkc42 (1), uls2 (2)"
ttl39,BUS-RBHS-Cons,Busch Campus,Tuesday,8:15AM,10:45AM,2.5,0,
ttl39,BUS-RBHS-Cons,Busch Campus,Wednesday,10:45AM,1:15PM,2.5,0,
ttl39,BUS-RBHS-Cons,Busch Campus,Wednesday,1:15PM,4:30PM,3.25,0,
uls2,BUS-ARC-Cons,Busch Campus,Monday,12:30PM,3:00PM,2.5,4,"smk333 (2), ktm96 (2), aab283 (1), uls2 (5)"
uls2,BUS-LSM-Cons,Busch Campus,Tuesday,3:00PM,6:15PM,3.25,13,"ajf224 (3), esr59 (5), rgd51 (1), sr1193 (1), hsr30 (1), an588 (1), srg154 (1), ap1614 (1), njh45 (3), jbm200 (5), bwr29 (4), aab283 (1), uls2 (1)"
uls2,BUS-LSM-Cons,Busch Campus,Thursday,2:00PM,6:00PM,4,8,"rp928 (2), rgd51 (1), srg154 (2), ap1614 (1), ca571 (2), jbm200 (5), jje77 (1), uls2 (1)"
uls2,BUS-LSM-Cons,Busch Campus,Tuesday,2:00PM,6:00PM,4,0,
vs543,BUS-ARC-Cons,Busch Campus,Monday,11:30AM,3:00PM,3.5,10,"smk333 (2), rp928 (1), zmk15 (2), ktm96 (3), aar195 (3), jbm200 (2), jp1682 (1), vs543 (1), pkc42 (2), hp408 (1)"
vs543,BUS-LSM-Cons,Busch Campus,Thursday,6:15PM,9:45PM,3.5,8,"bmw110 (3), ap1614 (1), jfm203 (5), jbm200 (5), vs543 (1), aab283 (3), hp408 (3), uls2 (3)"
vs543,BUS-BEST-Cons,Busch Campus,Friday,11:45AM,3:15PM,3.5,15,"ttl39 (1), ac1109 (1), lo153 (5), vsl22 (1), nad129 (3), aar195 (2), ajb384 (4), tjb234 (1), jfm203 (2), jbm200 (5), ejc190 (2), gct20 (2), jp1682 (1), dpc121 (1), uls2 (1)"
vs543,BUS-LSM-Cons,Busch Campus,Tuesday,6:15PM,9:45PM,3.5,0,
vsl22,BUS-ARC-Cons,Busch Campus,Saturday,2:00PM,5:30PM,3.5,18,"sa1110 (4), rgd51 (1), vsl22 (1), jrb340 (3), srg154 (5), ap1614 (3), njh45 (4), msm322 (1), jbm200 (1), ajc423 (3), jsq8 (1), bpl52 (1), gct20 (1), jje77 (5), aab283 (1), an646 (4), bhp38 (1), eg560 (1)"
vsl22,BUS-ARC-Cons,Busch Campus,Monday,8:00AM,11:45AM,3.75,5,"rp928 (2), vsl22 (1), cli14 (2), jbm200 (4), jje77 (2)"
vsl22,BUS-BEST-Cons,Busch Campus,Tuesday,6:30PM,10:15PM,3.75,10,"wsc31 (3), vsl22 (1), ap1614 (1), atw73 (4), jbm200 (5), vs543 (2), dpc121 (4), aab283 (2), hp408 (1), uls2 (4)"
vsl22,BUS-BEST-Cons,Busch Campus,Wednesday,8:00AM,11:45AM,3.75,11,"rp928 (2), vsl22 (1), bkw27 (2), aar195 (1), brl51 (1), atw73 (3), ca571 (1), jbm200 (4), aab283 (1), ms2651 (3), spp131 (1)"
wsc31,BUS-BEST-Cons,Busch Campus,Tuesday,6:15PM,9:45PM,3.5,12,"wsc31 (2), aak219 (2), vsl22 (1), ap1614 (1), atw73 (3), jbm200 (5), jwn32 (1), vs543 (1), aab283 (2), hp408 (1), bjg144 (2), uls2 (4)"
wsc31,BUS-ARC-Cons,Busch Campus,Wednesday,3:00PM,6:15PM,3.25,19,"yl843 (4), ejc185 (5), lo153 (5), wsc31 (4), kt427 (1), rp928 (1), yw559 (3), zmk15 (2), ktm96 (3), jrb340 (3), ap1614 (3), msm322 (1), jbm200 (5), bar151 (3), bpl52 (1), ava45 (3), smt196 (1), bjs300 (1), spp131 (3)"
yf184,BUS-LSM-Cons,Busch Campus,Sunday,3:30PM,7:00PM,3.5,8,"cjk171 (2), yf184 (1), sr1193 (1), ktm96 (1), jbm200 (4), jsq8 (1), kwl47 (4), aab283 (2)"
yf184,BUS-LSM-Cons,Busch Campus,Sunday,7:00PM,10:30PM,3.5,9,"cjk171 (2), yf184 (1), ajl271 (1), sr1193 (1), sy519 (2), njh45 (5), jbm200 (5), jsq8 (3), bjs300 (1)"
yf184,BUS-LSM-Cons,Busch Campus,Tuesday,6:00PM,9:00PM,3,11,"yf184 (1), bk396 (2), bmw110 (3), ap1614 (1), njh45 (1), atw73 (2), jbm200 (5), vs543 (3), aab283 (2), hp408 (3), uls2 (3)"
yf184,BUS-ARC-Cons,Busch Campus,Wednesday,12:30PM,3:00PM,2.5,4,"yf184 (1), ktm96 (2), jrb340 (3), nad129 (1)"
yl843,BUS-RBHS-Cons,Busch Campus,Tuesday,10:45AM,1:15PM,2.5,6,"yl843 (1), esr59 (3), sr1193 (2), aar195 (2), msm322 (1), an646 (1)"
yl843,BUS-ARC-Cons,Busch Campus,Wednesday,3:15PM,6:30PM,3.25,19,"yl843 (4), ejc185 (5), lo153 (5), wsc31 (5), kt427 (2), rp928 (2), sah285 (4), zmk15 (1), ktm96 (3), jrb340 (1), ap1614 (1), msm322 (1), jbm200 (5), bar151 (3), bpl52 (1), ava45 (3), smt196 (1), ejc192 (1), bjs300 (1)"
yw559,BUS-ARC-Cons,Busch Campus,Tuesday,12:30PM,3:00PM,2.5,6,"smk333 (1), srp221 (1), yw559 (1), nad129 (1), dpc121 (1), bjg144 (4)"
yw559,BUS-ARC-Cons,Busch Campus,Wednesday,3:00PM,5:30PM,2.5,7,"smk333 (1), srp221 (1), kt427 (2), yw559 (2), ktm96 (2), jrb340 (3), nad129 (1)"
yw559,BUS-ARC-Cons,Busch Campus,Thursday,12:30PM,3:00PM,2.5,5,"smk333 (1), kt427 (1), yw559 (3), rgd51 (1), bjg144 (4)"
yw559,BUS-ARC-Cons,Busch Campus,Tuesday,12:30PM,3:00PM,2.5,0,
zmk15,BUS-ARC-Cons,Busch Campus,Monday,11:45AM,3:15PM,3.5,10,"rp928 (2), zmk15 (1), ktm96 (3), cli14 (2), jbm200 (2), jp1682 (2), vs543 (2), aab283 (1), pkc42 (1), uls2 (5)"
zmk15,BUS-ARC-Cons,Busch Campus,Wednesday,11:30AM,3:00PM,3.5,16,"yf184 (3), ejc185 (5), lo153 (5), rp928 (1), zmk15 (2), ktm96 (3), nad129 (2), aar195 (2), tjb234 (1), jbm200 (5), bar151 (1), jp1682 (1), pkc42 (3), ava45 (2), ms2651 (1), spp131 (1)"
zmk15,BUS-ARC-Cons,Busch Campus,Friday,11:30AM,3:00PM,3.5,16,"smk333 (3), lo153 (5), rp928 (1), vsl22 (1), zmk15 (1), aar195 (2), tjb234 (1), jfm203 (1), jbm200 (5), jwn32 (2), ejc190 (2), gct20 (2), kwl47 (5), jp1682 (1), bwr29 (5), dpc121 (1)"
zmk15,BUS-ARC-Cons,Busch Campus,Wednesday,11:30AM,3:00PM,3.5,0,
